order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,unit_price,discount,revenue,cost,profit
ORD-02051,2023-02-19,2023-02-22,CUST-0272,Lisa Sanchez,Consumer,North,Indiana,Indianapolis,Office Supplies,Pens,Fountain Pen Classic,6,10.62,0.0,63.72,31.3,32.42
ORD-02052,2024-10-08,2024-10-13,CUST-0011,Mary Singh,Consumer,West,Washington,Seattle,Furniture,Chairs,Ergonomic Task Chair,2,223.79,0.2,358.06,329.83,28.23
ORD-02053,2023-05-16,2023-05-21,CUST-0492,Robert Anderson,Corporate,North,Wisconsin,Milwaukee,Technology,Machines,Binding Machine Heavy,3,286.38,0.0,859.14,444.26,414.88
ORD-02054,2023-06-22,2023-06-28,CUST-0493,Christopher Jackson,Consumer,North,Indiana,Indianapolis,Technology,Copiers,High-Speed Document Scanner,6,1936.02,0.35,7550.48,6793.27,757.21
ORD-02055,2024-08-13,2024-08-17,CUST-0484,Aarav Wilson,Corporate,South,Texas,Dallas,Technology,Machines,Laminator A3 Pro,3,509.71,0.0,1529.13,799.29,729.84
ORD-02056,2024-08-04,2024-08-07,CUST-0591,David Nguyen,Corporate,West,Arizona,Phoenix,Office Supplies,Pens,Permanent Marker Set,1,4.07,0.0,4.07,1.66,2.41
ORD-02057,2023-07-07,2023-07-11,CUST-0483,Carlos Wilson,Consumer,West,California,Los Angeles,Furniture,Furnishings,Cork Board Large,1,64.0,0.3,44.8,44.22,0.58
ORD-02058,2024-11-02,2024-11-04,CUST-0501,Karen Martinez,Consumer,West,Washington,Seattle,Furniture,Furnishings,Cork Board Large,3,88.88,0.15,226.64,184.97,41.67
ORD-02059,2024-12-13,2024-12-19,CUST-0276,Michelle Santos,Consumer,East,Maryland,Baltimore,Office Supplies,Labels,Address Labels Roll 500,2,20.16,0.05,38.3,19.88,18.42
ORD-02060,2024-11-27,2024-11-30,CUST-0175,Daniel Taylor,Home Office,East,Maryland,Baltimore,Furniture,Furnishings,Cable Management Kit,2,138.11,0.15,234.79,182.22,52.57
ORD-02061,2023-07-13,2023-07-17,CUST-0382,Yuki Harris,Consumer,West,California,San Francisco,Technology,Accessories,Laptop Stand Aluminum,3,111.63,0.05,318.15,148.2,169.95
ORD-02062,2023-12-10,2023-12-14,CUST-0235,Joseph Robinson,Consumer,West,Washington,Seattle,Technology,Copiers,Laser Printer All-in-One,2,1317.73,0.0,2635.46,1563.17,1072.29
ORD-02063,2024-08-02,2024-08-06,CUST-0495,Michael Anderson,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Colored Paper Assorted,1,10.88,0.1,9.79,6.2,3.59
ORD-02064,2023-12-28,2023-12-31,CUST-0153,Sandra Singh,Home Office,West,California,Los Angeles,Office Supplies,Envelopes,Manila Envelope Large,3,11.8,0.1,31.86,17.52,14.34
ORD-02065,2023-12-18,2023-12-24,CUST-0381,Lisa Kumar,Home Office,North,Illinois,Chicago,Office Supplies,Binders,Clear View Binder Pack,3,5.25,0.35,10.24,8.08,2.16
ORD-02066,2024-04-22,2024-04-28,CUST-0310,Carol Kim,Corporate,East,Massachusetts,Boston,Furniture,Bookcases,Corner Bookcase Unit,3,427.22,0.0,1281.66,923.9,357.76
ORD-02067,2023-05-14,2023-05-16,CUST-0559,Dorothy Jackson,Consumer,East,Massachusetts,Boston,Technology,Machines,Electric Stapler Desktop,6,202.53,0.05,1154.42,520.17,634.25
ORD-02068,2024-04-17,2024-04-23,CUST-0265,Daniel Sanchez,Consumer,South,Texas,Dallas,Technology,Copiers,Inkjet MFP Compact,2,1320.74,0.05,2509.41,1672.81,836.6
ORD-02069,2024-01-21,2024-01-23,CUST-0416,Charles Perez,Corporate,North,Michigan,Detroit,Technology,Phones,Business Desk Phone,3,529.37,0.2,1270.49,986.43,284.06
ORD-02070,2023-08-20,2023-08-24,CUST-0020,Carlos Perez,Corporate,East,Maryland,Baltimore,Technology,Machines,Paper Shredder Cross-Cut,3,405.77,0.1,1095.58,725.9,369.68
ORD-02071,2023-01-10,2023-01-13,CUST-0363,Mei Chen,Consumer,West,California,San Francisco,Office Supplies,Binders,Clear View Binder Pack,4,13.31,0.15,45.25,29.19,16.06
ORD-02072,2023-05-22,2023-05-25,CUST-0158,Mei Chen,Home Office,East,Virginia,Richmond,Furniture,Chairs,Adjustable Swivel Chair,3,480.24,0.0,1440.72,1097.55,343.17
ORD-02073,2023-04-13,2023-04-15,CUST-0248,David Santos,Consumer,South,Florida,Miami,Furniture,Tables,L-Shaped Computer Desk,1,383.05,0.05,363.9,292.82,71.08
ORD-02074,2023-12-03,2023-12-10,CUST-0014,Steven Ali,Home Office,South,Tennessee,Nashville,Office Supplies,Binders,Presentation Binder Set,2,8.87,0.1,15.97,9.75,6.22
ORD-02075,2023-10-07,2023-10-10,CUST-0162,Andrew Nguyen,Corporate,South,Georgia,Atlanta,Technology,Machines,Electric Stapler Desktop,2,554.03,0.05,1052.66,619.54,433.12
ORD-02076,2023-06-20,2023-06-26,CUST-0760,Daniel Taylor,Consumer,South,Texas,Dallas,Office Supplies,Pens,Ballpoint Pen 12pk,1,2.77,0.1,2.49,1.31,1.18
ORD-02077,2023-01-17,2023-01-22,CUST-0652,Robert Ali,Consumer,West,Colorado,Denver,Office Supplies,Paper,Cardstock Pack,2,18.55,0.05,35.24,21.55,13.69
ORD-02078,2024-12-23,2024-12-26,CUST-0054,Jessica Shah,Corporate,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Cable Management Kit,1,84.05,0.15,71.44,59.69,11.75
ORD-02079,2023-10-02,2023-10-05,CUST-0202,Andrew Shah,Consumer,East,Virginia,Richmond,Office Supplies,Envelopes,Business Envelopes #10,5,5.6,0.15,23.8,13.8,10.0
ORD-02080,2024-11-18,2024-11-20,CUST-0706,Priya Santos,Consumer,West,Arizona,Phoenix,Technology,Accessories,Mechanical Keyboard RGB,1,96.77,0.2,77.42,36.53,40.89
ORD-02081,2024-06-07,2024-06-10,CUST-0021,David Garcia,Home Office,East,Massachusetts,Boston,Furniture,Tables,Standing Desk Pro,1,285.59,0.0,285.59,205.63,79.96
ORD-02082,2023-07-03,2023-07-08,CUST-0260,Carol Lee,Consumer,West,Washington,Seattle,Furniture,Furnishings,Wall Clock Modern,1,27.15,0.0,27.15,18.46,8.69
ORD-02083,2023-03-16,2023-03-18,CUST-0136,Joseph Gonzalez,Consumer,North,Wisconsin,Milwaukee,Technology,Phones,Wireless Headset BT,2,763.05,0.25,1144.57,729.18,415.39
ORD-02084,2023-10-01,2023-10-05,CUST-0280,Andrew Patel,Consumer,North,Minnesota,Minneapolis,Office Supplies,Storage,Desktop Organizer,3,17.83,0.0,53.49,23.28,30.21
ORD-02085,2023-05-15,2023-05-19,CUST-0037,Aarav White,Home Office,South,Texas,Houston,Technology,Phones,Business Desk Phone,4,675.61,0.25,2026.83,1520.05,506.78
ORD-02086,2023-01-22,2023-01-27,CUST-0747,Anthony Santos,Corporate,South,Georgia,Atlanta,Furniture,Furnishings,Desk Lamp Classic,2,63.31,0.2,101.3,90.5,10.8
ORD-02087,2024-02-06,2024-02-09,CUST-0528,Nancy Lee,Corporate,East,Massachusetts,Boston,Office Supplies,Binders,3-Ring Binder 2in,2,25.68,0.15,43.66,24.38,19.28
ORD-02088,2023-03-18,2023-03-24,CUST-0673,Michelle Harris,Consumer,North,Wisconsin,Milwaukee,Furniture,Bookcases,Metal Storage Bookcase,4,83.89,0.05,318.78,249.19,69.59
ORD-02089,2023-03-16,2023-03-19,CUST-0057,William Thomas,Consumer,West,Colorado,Denver,Technology,Copiers,High-Speed Document Scanner,2,1272.16,0.0,2544.32,1468.93,1075.39
ORD-02090,2024-06-01,2024-06-06,CUST-0039,Matthew Wilson,Consumer,East,Massachusetts,Boston,Office Supplies,Labels,Address Labels Roll 500,4,21.69,0.1,78.08,47.95,30.13
ORD-02091,2024-06-21,2024-06-23,CUST-0609,Omar Martin,Consumer,East,Maryland,Baltimore,Technology,Phones,Conference Speakerphone,3,756.79,0.0,2270.37,1285.8,984.57
ORD-02092,2024-06-04,2024-06-08,CUST-0361,Charles Garcia,Consumer,North,Minnesota,Minneapolis,Office Supplies,Envelopes,Business Envelopes #10,3,14.91,0.15,38.02,23.04,14.98
ORD-02093,2024-01-26,2024-01-29,CUST-0571,Christopher Martin,Corporate,East,Maryland,Baltimore,Furniture,Chairs,Executive Leather Chair,1,339.58,0.05,322.6,248.27,74.33
ORD-02094,2024-07-21,2024-07-25,CUST-0298,Priya Smith,Consumer,South,Florida,Miami,Furniture,Bookcases,Corner Bookcase Unit,2,198.74,0.0,397.48,291.38,106.1
ORD-02095,2024-12-30,2025-01-06,CUST-0228,Mary Lopez,Consumer,West,Colorado,Denver,Technology,Copiers,Laser Printer All-in-One,2,1354.78,0.0,2709.56,1766.51,943.05
ORD-02096,2024-07-15,2024-07-19,CUST-0082,Andrew Lopez,Consumer,West,Arizona,Phoenix,Furniture,Furnishings,Monitor Stand Bamboo,3,88.49,0.05,252.2,171.55,80.65
ORD-02097,2023-12-12,2023-12-18,CUST-0087,Barbara White,Consumer,West,California,Los Angeles,Office Supplies,Labels,Shipping Labels 200pk,1,21.06,0.0,21.06,10.81,10.25
ORD-02098,2023-04-02,2023-04-08,CUST-0672,Yuki Taylor,Consumer,South,Texas,Dallas,Furniture,Chairs,Mesh Office Chair,4,274.74,0.0,1098.96,754.33,344.63
ORD-02099,2023-12-06,2023-12-09,CUST-0790,Karen Martin,Consumer,West,California,San Francisco,Furniture,Tables,Standing Desk Pro,3,433.9,0.05,1236.61,836.1,400.51
ORD-02100,2024-03-01,2024-03-04,CUST-0493,Christopher Jackson,Corporate,East,New York,New York,Furniture,Bookcases,5-Shelf Wooden Bookcase,2,138.17,0.2,221.07,241.69,-20.62
ORD-02101,2023-01-25,2023-02-01,CUST-0303,Ashley Brown,Corporate,East,New York,New York,Technology,Accessories,Webcam HD 1080p,2,170.86,0.05,324.63,143.12,181.51
ORD-02102,2024-06-16,2024-06-18,CUST-0387,Yuki Santos,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Presentation Binder Set,1,23.86,0.0,23.86,10.85,13.01
ORD-02103,2023-03-23,2023-03-26,CUST-0630,Michelle Martin,Consumer,North,Illinois,Chicago,Office Supplies,Labels,Shipping Labels 200pk,8,5.34,0.1,38.45,18.65,19.8
ORD-02104,2024-10-21,2024-10-28,CUST-0424,Carlos Thomas,Corporate,East,Virginia,Richmond,Office Supplies,Labels,File Folder Labels,2,10.9,0.2,17.44,11.69,5.75
ORD-02105,2023-06-10,2023-06-12,CUST-0797,Linda Nguyen,Consumer,West,California,Los Angeles,Furniture,Tables,Conference Table Oak,1,178.02,0.35,115.71,127.18,-11.47
ORD-02106,2023-04-15,2023-04-17,CUST-0378,Elena Hernandez,Consumer,South,Georgia,Atlanta,Furniture,Tables,Folding Utility Table,1,811.92,0.0,811.92,683.75,128.17
ORD-02107,2024-02-17,2024-02-22,CUST-0118,Robert Perez,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Security Envelopes 100pk,2,12.03,0.1,21.65,10.95,10.7
ORD-02108,2024-08-20,2024-08-25,CUST-0427,Steven Johnson,Consumer,East,Maryland,Baltimore,Technology,Copiers,Inkjet MFP Compact,1,744.94,0.0,744.94,470.74,274.2
ORD-02109,2023-06-02,2023-06-06,CUST-0403,Elena Patel,Consumer,East,Maryland,Baltimore,Furniture,Furnishings,Desk Lamp Classic,1,59.03,0.3,41.32,45.3,-3.98
ORD-02110,2024-01-25,2024-01-29,CUST-0125,Sarah Patel,Home Office,North,Indiana,Indianapolis,Furniture,Furnishings,Desk Lamp Classic,1,69.82,0.05,66.33,47.49,18.84
ORD-02111,2024-09-22,2024-09-25,CUST-0388,Elizabeth Kumar,Home Office,South,Texas,Dallas,Office Supplies,Labels,Name Badge Labels,3,12.0,0.2,28.8,17.74,11.06
ORD-02112,2023-10-24,2023-10-25,CUST-0269,Wei Harris,Consumer,East,New York,New York,Technology,Phones,Smartphone ProMax 14,8,760.71,0.1,5477.11,3297.59,2179.52
ORD-02113,2023-04-17,2023-04-23,CUST-0351,Michelle Kumar,Home Office,South,Texas,Dallas,Furniture,Bookcases,5-Shelf Wooden Bookcase,3,266.87,0.0,800.61,634.12,166.49
ORD-02114,2023-11-16,2023-11-20,CUST-0425,Omar Patel,Consumer,South,Texas,Houston,Office Supplies,Storage,Plastic Storage Bins 6pk,4,42.55,0.05,161.69,91.89,69.8
ORD-02115,2023-08-06,2023-08-08,CUST-0269,Wei Harris,Corporate,West,Colorado,Denver,Office Supplies,Pens,Highlighter Variety Pack,4,4.25,0.05,16.15,8.28,7.87
ORD-02116,2024-09-06,2024-09-08,CUST-0744,William Moore,Consumer,East,Maryland,Baltimore,Office Supplies,Pens,Fountain Pen Classic,3,13.29,0.35,25.92,16.92,9.0
ORD-02117,2024-04-05,2024-04-11,CUST-0253,Anthony Kumar,Corporate,South,Florida,Miami,Technology,Copiers,Laser Printer All-in-One,3,534.48,0.35,1042.24,1007.87,34.37
ORD-02118,2023-03-14,2023-03-17,CUST-0230,Mark Thomas,Consumer,South,Florida,Miami,Office Supplies,Binders,3-Ring Binder 2in,3,21.98,0.0,65.94,32.33,33.61
ORD-02119,2024-02-11,2024-02-15,CUST-0038,Richard White,Consumer,North,Indiana,Indianapolis,Office Supplies,Labels,Shipping Labels 200pk,4,9.5,0.0,38.0,13.37,24.63
ORD-02120,2023-08-20,2023-08-23,CUST-0296,Dorothy Sanchez,Consumer,East,Massachusetts,Boston,Technology,Machines,Electric Stapler Desktop,5,391.71,0.05,1860.62,1058.5,802.12
ORD-02121,2024-10-12,2024-10-17,CUST-0606,Sandra Miller,Consumer,East,New York,New York,Office Supplies,Paper,Premium Laser Paper,1,23.24,0.4,13.94,15.59,-1.65
ORD-02122,2024-03-31,2024-04-07,CUST-0228,Mary Lopez,Corporate,West,Washington,Seattle,Technology,Accessories,Wireless Mouse Ergonomic,6,165.02,0.05,940.61,434.89,505.72
ORD-02123,2023-04-16,2023-04-22,CUST-0453,Fatima Chen,Consumer,South,Florida,Miami,Furniture,Chairs,Ergonomic Task Chair,1,408.04,0.0,408.04,301.56,106.48
ORD-02124,2023-10-21,2023-10-27,CUST-0366,Elena Williams,Consumer,South,Florida,Miami,Office Supplies,Binders,Presentation Binder Set,3,9.3,0.0,27.9,14.7,13.2
ORD-02125,2024-12-19,2024-12-22,CUST-0166,Kevin Jones,Consumer,North,Wisconsin,Milwaukee,Technology,Phones,Business Desk Phone,2,608.82,0.25,913.23,671.07,242.16
ORD-02126,2023-02-26,2023-03-02,CUST-0600,Anthony Lee,Corporate,West,Colorado,Denver,Office Supplies,Binders,Clear View Binder Pack,6,22.38,0.1,120.85,70.81,50.04
ORD-02127,2024-10-25,2024-10-28,CUST-0466,Margaret Shah,Consumer,West,Washington,Seattle,Office Supplies,Labels,File Folder Labels,2,9.01,0.15,15.32,7.59,7.73
ORD-02128,2024-06-22,2024-06-25,CUST-0678,Daniel Muller,Consumer,South,Florida,Miami,Technology,Machines,Binding Machine Heavy,1,315.68,0.15,268.33,203.84,64.49
ORD-02129,2023-09-05,2023-09-08,CUST-0128,Wei Ramirez,Home Office,West,Arizona,Phoenix,Office Supplies,Storage,Plastic Storage Bins 6pk,2,57.35,0.1,103.23,67.19,36.04
ORD-02130,2023-04-14,2023-04-17,CUST-0328,Michael Clark,Consumer,East,New York,New York,Office Supplies,Binders,D-Ring Binder Heavy Duty,3,3.66,0.1,9.88,5.88,4.0
ORD-02131,2024-09-19,2024-09-25,CUST-0769,Donna Singh,Consumer,West,California,San Francisco,Technology,Machines,Paper Shredder Cross-Cut,1,132.84,0.35,86.35,75.97,10.38
ORD-02132,2024-10-23,2024-10-27,CUST-0237,Thomas Anderson,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Labels,Address Labels Roll 500,8,18.93,0.05,143.87,72.84,71.03
ORD-02133,2024-01-06,2024-01-10,CUST-0665,Carlos Anderson,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Recycled Copy Paper 500pk,1,7.16,0.35,4.65,4.18,0.47
ORD-02134,2023-04-24,2023-04-29,CUST-0086,Kevin Gonzalez,Corporate,West,Colorado,Denver,Furniture,Furnishings,Wall Clock Modern,4,93.04,0.35,241.9,299.32,-57.42
ORD-02135,2024-10-03,2024-10-05,CUST-0090,James Santos,Home Office,East,Virginia,Richmond,Technology,Accessories,Wireless Mouse Ergonomic,2,110.86,0.35,144.12,84.76,59.36
ORD-02136,2024-08-09,2024-08-14,CUST-0704,Elizabeth Robinson,Home Office,North,Indiana,Indianapolis,Office Supplies,Storage,File Cabinet 3-Drawer,6,31.63,0.0,189.78,98.94,90.84
ORD-02137,2023-09-28,2023-10-02,CUST-0506,Elizabeth Robinson,Corporate,North,Wisconsin,Milwaukee,Technology,Accessories,Laptop Stand Aluminum,6,172.65,0.35,673.34,419.64,253.7
ORD-02138,2024-03-05,2024-03-07,CUST-0074,Yuki Davis,Corporate,West,California,San Francisco,Furniture,Chairs,Stackable Conference Chair,1,206.66,0.15,175.66,160.67,14.99
ORD-02139,2023-05-05,2023-05-07,CUST-0645,Kevin Thompson,Corporate,South,Texas,Houston,Furniture,Tables,L-Shaped Computer Desk,1,346.35,0.1,311.72,241.77,69.95
ORD-02140,2024-09-14,2024-09-18,CUST-0325,Thomas Harris,Home Office,South,Texas,Houston,Office Supplies,Storage,Hanging File Folders 25pk,4,40.13,0.0,160.52,82.93,77.59
ORD-02141,2024-08-14,2024-08-19,CUST-0752,Priya Singh,Consumer,East,Massachusetts,Boston,Furniture,Tables,L-Shaped Computer Desk,5,753.78,0.0,3768.9,2744.66,1024.24
ORD-02142,2024-09-08,2024-09-12,CUST-0620,Yuki Thomas,Home Office,West,California,San Francisco,Furniture,Bookcases,Metal Storage Bookcase,2,460.94,0.0,921.88,693.76,228.12
ORD-02143,2023-11-05,2023-11-08,CUST-0255,Robert Ramirez,Corporate,South,Florida,Miami,Technology,Machines,Binding Machine Heavy,7,138.74,0.0,971.18,581.41,389.77
ORD-02144,2023-11-13,2023-11-16,CUST-0048,Elena Brown,Consumer,East,Virginia,Richmond,Furniture,Bookcases,Corner Bookcase Unit,4,281.14,0.0,1124.56,857.14,267.42
ORD-02145,2023-12-23,2023-12-27,CUST-0711,Carlos Singh,Consumer,South,Florida,Miami,Technology,Accessories,Laptop Stand Aluminum,6,110.82,0.0,664.92,285.14,379.78
ORD-02146,2023-12-31,2024-01-04,CUST-0017,Omar Ramirez,Corporate,East,Maryland,Baltimore,Furniture,Furnishings,Wall Clock Modern,1,35.11,0.15,29.84,25.44,4.4
ORD-02147,2024-02-11,2024-02-12,CUST-0150,Anthony Smith,Consumer,West,California,Los Angeles,Technology,Phones,Business Desk Phone,2,535.74,0.1,964.33,503.55,460.78
ORD-02148,2024-08-07,2024-08-12,CUST-0501,Karen Martinez,Home Office,West,Washington,Seattle,Furniture,Tables,Round Meeting Table,1,689.86,0.0,689.86,468.12,221.74
ORD-02149,2023-03-07,2023-03-10,CUST-0401,Priya Moore,Home Office,West,California,San Francisco,Technology,Machines,Laminator A3 Pro,2,579.88,0.15,985.8,631.88,353.92
ORD-02150,2024-03-17,2024-03-19,CUST-0569,Nancy Kim,Consumer,North,Michigan,Detroit,Furniture,Chairs,Executive Leather Chair,2,371.52,0.35,482.98,498.62,-15.64
ORD-02151,2024-10-05,2024-10-09,CUST-0143,Jennifer Chen,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Stackable Conference Chair,2,441.48,0.0,882.96,610.31,272.65
ORD-02152,2023-06-25,2023-06-28,CUST-0438,Karen Martin,Home Office,South,Georgia,Atlanta,Technology,Copiers,Color Copier Office,2,531.01,0.0,1062.02,767.92,294.1
ORD-02153,2024-09-23,2024-09-24,CUST-0303,Ashley Brown,Consumer,West,California,Los Angeles,Office Supplies,Labels,File Folder Labels,3,13.78,0.2,33.07,19.89,13.18
ORD-02154,2023-08-03,2023-08-06,CUST-0161,Michelle Patel,Corporate,South,Georgia,Atlanta,Office Supplies,Paper,Recycled Copy Paper 500pk,2,5.82,0.0,11.64,7.0,4.64
ORD-02155,2024-06-09,2024-06-12,CUST-0551,Aarav Santos,Corporate,South,Texas,Dallas,Office Supplies,Binders,Presentation Binder Set,1,21.63,0.05,20.55,10.32,10.23
ORD-02156,2024-04-07,2024-04-10,CUST-0040,Wei Moore,Consumer,South,Texas,Dallas,Furniture,Tables,Round Meeting Table,5,662.1,0.1,2979.45,2413.96,565.49
ORD-02157,2023-12-05,2023-12-09,CUST-0446,Karen Ali,Corporate,East,Virginia,Richmond,Furniture,Chairs,Stackable Conference Chair,1,454.73,0.05,431.99,309.78,122.21
ORD-02158,2024-03-12,2024-03-17,CUST-0483,Carlos Wilson,Corporate,West,California,San Francisco,Furniture,Chairs,Ergonomic Task Chair,5,286.91,0.0,1434.55,981.4,453.15
ORD-02159,2023-01-20,2023-01-23,CUST-0271,Carol Kumar,Corporate,East,Virginia,Richmond,Office Supplies,Pens,Permanent Marker Set,1,11.94,0.15,10.15,6.14,4.01
ORD-02160,2023-04-08,2023-04-11,CUST-0595,Michael Patel,Home Office,North,Michigan,Detroit,Technology,Phones,VoIP Handset Pro,1,190.72,0.05,181.18,110.21,70.97
ORD-02161,2023-11-22,2023-11-26,CUST-0418,Omar Moore,Corporate,North,Wisconsin,Milwaukee,Furniture,Tables,Standing Desk Pro,1,397.42,0.0,397.42,264.06,133.36
ORD-02162,2024-12-14,2024-12-18,CUST-0566,Andrew Rodriguez,Home Office,West,Arizona,Phoenix,Furniture,Furnishings,Monitor Stand Bamboo,1,102.67,0.3,71.87,80.73,-8.86
ORD-02163,2024-12-17,2024-12-20,CUST-0415,Jessica Thompson,Consumer,West,California,San Francisco,Technology,Copiers,Laser Printer All-in-One,1,1588.86,0.3,1112.2,992.9,119.3
ORD-02164,2023-11-24,2023-11-27,CUST-0186,Andrew Taylor,Consumer,South,Tennessee,Nashville,Technology,Accessories,Laptop Stand Aluminum,1,17.67,0.05,16.79,8.78,8.01
ORD-02165,2024-06-28,2024-07-05,CUST-0021,David Garcia,Consumer,North,Indiana,Indianapolis,Technology,Phones,VoIP Handset Pro,4,429.62,0.05,1632.56,1080.97,551.59
ORD-02166,2023-11-13,2023-11-15,CUST-0624,Ashley Taylor,Home Office,East,Massachusetts,Boston,Technology,Copiers,Inkjet MFP Compact,1,1273.26,0.0,1273.26,699.33,573.93
ORD-02167,2023-12-28,2023-12-31,CUST-0456,Donna Jackson,Consumer,South,Texas,Houston,Furniture,Tables,L-Shaped Computer Desk,4,892.08,0.0,3568.32,2567.25,1001.07
ORD-02168,2024-12-26,2024-12-29,CUST-0422,Raj Clark,Home Office,West,Washington,Seattle,Office Supplies,Labels,Address Labels Roll 500,2,4.93,0.1,8.87,4.11,4.76
ORD-02169,2024-08-07,2024-08-13,CUST-0775,Lisa Thompson,Consumer,West,California,San Francisco,Furniture,Chairs,Mesh Office Chair,3,200.71,0.1,541.92,414.45,127.47
ORD-02170,2024-01-20,2024-01-26,CUST-0201,Jessica Taylor,Consumer,West,California,Los Angeles,Furniture,Tables,Standing Desk Pro,6,665.14,0.0,3990.84,2966.46,1024.38
ORD-02171,2024-08-08,2024-08-12,CUST-0592,Ashley Smith,Home Office,North,Michigan,Detroit,Office Supplies,Paper,Cardstock Pack,6,36.32,0.3,152.54,130.61,21.93
ORD-02172,2023-08-14,2023-08-18,CUST-0767,William Singh,Corporate,West,Washington,Seattle,Furniture,Bookcases,Corner Bookcase Unit,1,295.26,0.2,236.21,242.71,-6.5
ORD-02173,2024-04-23,2024-04-26,CUST-0729,Elena White,Home Office,West,California,Los Angeles,Office Supplies,Binders,Clear View Binder Pack,3,18.86,0.4,33.95,27.39,6.56
ORD-02174,2024-10-31,2024-11-05,CUST-0321,Sarah Moore,Consumer,North,Minnesota,Minneapolis,Office Supplies,Pens,Ballpoint Pen 12pk,1,17.3,0.05,16.43,7.92,8.51
ORD-02175,2023-05-19,2023-05-24,CUST-0352,Wei Johnson,Consumer,East,Maryland,Baltimore,Office Supplies,Envelopes,Business Envelopes #10,1,10.96,0.2,8.77,5.02,3.75
ORD-02176,2023-09-23,2023-09-27,CUST-0528,Nancy Lee,Consumer,South,Georgia,Atlanta,Technology,Phones,Conference Speakerphone,3,668.66,0.1,1805.38,1393.11,412.27
ORD-02177,2024-03-15,2024-03-21,CUST-0462,Steven Perez,Consumer,East,Maryland,Baltimore,Office Supplies,Storage,Plastic Storage Bins 6pk,2,51.63,0.4,61.96,48.49,13.47
ORD-02178,2024-11-24,2024-11-29,CUST-0711,Carlos Singh,Consumer,North,Illinois,Chicago,Technology,Machines,Electric Stapler Desktop,1,577.8,0.3,404.46,323.13,81.33
ORD-02179,2024-10-14,2024-10-17,CUST-0027,Anthony Garcia,Corporate,East,Virginia,Richmond,Technology,Accessories,Laptop Stand Aluminum,1,120.93,0.0,120.93,60.61,60.32
ORD-02180,2024-12-29,2025-01-01,CUST-0242,Matthew Kim,Home Office,West,Arizona,Phoenix,Technology,Copiers,Color Copier Office,2,1917.08,0.2,3067.33,2301.8,765.53
ORD-02181,2023-07-11,2023-07-16,CUST-0142,Donna Miller,Home Office,South,Florida,Miami,Office Supplies,Binders,Presentation Binder Set,2,15.38,0.15,26.15,16.32,9.83
ORD-02182,2023-12-05,2023-12-08,CUST-0462,Steven Perez,Consumer,South,Texas,Houston,Furniture,Tables,Conference Table Oak,2,334.25,0.0,668.5,496.11,172.39
ORD-02183,2023-12-04,2023-12-08,CUST-0728,Paul Lewis,Consumer,West,Colorado,Denver,Furniture,Tables,Standing Desk Pro,1,180.72,0.0,180.72,128.49,52.23
ORD-02184,2023-07-19,2023-07-22,CUST-0370,Barbara Thomas,Corporate,North,Wisconsin,Milwaukee,Furniture,Tables,Standing Desk Pro,1,563.26,0.15,478.77,444.21,34.56
ORD-02185,2023-06-01,2023-06-06,CUST-0015,Karen Smith,Home Office,West,Colorado,Denver,Technology,Machines,Paper Shredder Cross-Cut,1,551.19,0.0,551.19,242.2,308.99
ORD-02186,2024-07-08,2024-07-12,CUST-0648,Yuki Rodriguez,Consumer,West,Washington,Seattle,Office Supplies,Envelopes,Security Envelopes 100pk,1,5.23,0.0,5.23,3.02,2.21
ORD-02187,2024-01-14,2024-01-20,CUST-0595,Michael Patel,Consumer,East,Maryland,Baltimore,Furniture,Bookcases,Corner Bookcase Unit,2,82.78,0.2,132.45,130.69,1.76
ORD-02188,2024-11-19,2024-11-24,CUST-0238,Mary Gonzalez,Corporate,West,California,San Francisco,Technology,Phones,Wireless Headset BT,2,574.86,0.0,1149.72,617.02,532.7
ORD-02189,2023-09-08,2023-09-11,CUST-0677,Carol Singh,Home Office,North,Wisconsin,Milwaukee,Technology,Phones,Business Desk Phone,1,762.86,0.0,762.86,403.2,359.66
ORD-02190,2024-03-30,2024-04-02,CUST-0024,Kevin Taylor,Consumer,West,Arizona,Phoenix,Furniture,Furnishings,Monitor Stand Bamboo,3,23.09,0.35,45.03,55.23,-10.2
ORD-02191,2023-06-26,2023-06-29,CUST-0214,Emily Williams,Consumer,South,Florida,Miami,Office Supplies,Envelopes,Padded Mailer Pack,5,13.62,0.05,64.69,31.33,33.36
ORD-02192,2023-03-17,2023-03-19,CUST-0244,Nancy Johnson,Corporate,North,Indiana,Indianapolis,Technology,Phones,VoIP Handset Pro,5,210.29,0.2,841.16,602.6,238.56
ORD-02193,2024-09-16,2024-09-17,CUST-0346,Wei Sanchez,Consumer,West,California,San Francisco,Furniture,Furnishings,Desk Lamp Classic,5,132.57,0.0,662.85,497.94,164.91
